[2021-07-20 15:24:07,591] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-21 10:32:45,369] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:45] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:32:45,398] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:45] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:32:45,401] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:45] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:32:46,746] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:32:46,756] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "GET /home HTTP/1.1" 200 -
[2021-07-21 10:32:46,788] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-21 10:32:46,793] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:32:46,815] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:32:46,821] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:32:46,823] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:32:46,830] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:32:46,833] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:32:46,838] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:32:46,843] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:32:46] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:33:15,107] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:33:15,135] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "GET /home HTTP/1.1" 200 -
[2021-07-21 10:33:15,178] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "GET /static/main.css HTTP/1.1" 200 -
[2021-07-21 10:33:15,193] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:33:15,227] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:33:15,229] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:33:15,233] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:33:15,243] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:33:15,244] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:33:15,246] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:33:15,256] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:33:15] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:37,769] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:37:37,806] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "GET /home HTTP/1.1" 200 -
[2021-07-21 10:37:37,845] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "GET /static/main.css HTTP/1.1" 200 -
[2021-07-21 10:37:37,873] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:37,881] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:37,884] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:37,889] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:37,898] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:37,900] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:37:37,903] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:37,907] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:37] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:51,045] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:51] "GET /post/5 HTTP/1.1" 200 -
[2021-07-21 10:37:51,072] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:51] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-21 10:37:51,088] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:51] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:51,089] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:51] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:59,108] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:59] "GET /post/5 HTTP/1.1" 200 -
[2021-07-21 10:37:59,140] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:59] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-21 10:37:59,145] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:59] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:37:59,156] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:37:59] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:38:44,703] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:38:44,727] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "GET / HTTP/1.1" 200 -
[2021-07-21 10:38:44,768] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-21 10:38:44,772] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:38:44,804] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:38:44,808] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:38:44,809] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:38:44,816] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:38:44,821] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:38:44,828] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:38:44,831] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:38:44] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:41:56,390] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:41:56,444] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "GET / HTTP/1.1" 200 -
[2021-07-21 10:41:56,491] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-21 10:41:56,493] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:41:56,520] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:41:56,527] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:41:56,545] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:41:56,546] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:41:56,552] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:41:56,553] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:41:56,556] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:41:56] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:45:40,091] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:45:40,120] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "GET / HTTP/1.1" 200 -
[2021-07-21 10:45:40,426] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-21 10:45:40,431] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:45:40,452] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:45:40,458] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:45:40,460] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:45:40,468] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:45:40,475] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:45:40,478] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:45:40,480] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:45:40] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:14,687] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:46:14,721] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "GET / HTTP/1.1" 200 -
[2021-07-21 10:46:14,756] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "GET /static/main.css HTTP/1.1" 200 -
[2021-07-21 10:46:14,788] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:14,801] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:14,807] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:14,808] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:14,816] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:14,824] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:14,827] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:46:14,842] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:14] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:16,824] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:46:16,836] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "GET / HTTP/1.1" 200 -
[2021-07-21 10:46:16,865] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-21 10:46:16,872] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:16,887] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:16,894] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:16,896] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:16,908] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:16,919] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:46:16,913] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:16,927] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:16] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:50,045] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:46:50,079] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "GET / HTTP/1.1" 200 -
[2021-07-21 10:46:50,110] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "GET /static/main.css HTTP/1.1" 200 -
[2021-07-21 10:46:50,112] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:50,140] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:50,144] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:50,148] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:50,157] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:50,162] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:46:50,165] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:46:50,167] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:46:50] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:49:24,907] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:49:24,936] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:24] "GET / HTTP/1.1" 200 -
[2021-07-21 10:49:24,972] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:24] "GET /static/main.css HTTP/1.1" 200 -
[2021-07-21 10:49:24,974] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:24] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:49:25,010] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:25] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:49:25,013] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:25] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:49:25,020] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:25] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:49:25,023] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:25] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:49:25,027] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:25] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:49:25,033] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:25] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:49:25,034] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:49:25] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:12,302] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:50:12,349] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "GET / HTTP/1.1" 200 -
[2021-07-21 10:50:12,396] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "GET /static/main.css HTTP/1.1" 200 -
[2021-07-21 10:50:12,436] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:12,443] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:12,444] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:12,448] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:12,451] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:12,475] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
[2021-07-21 10:50:12,481] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "[36mGET /static/profile_pics/533066db576560e1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:12,489] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:12] "[36mGET /static/profile_pics/92b1f94023edc883.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:42,370] [DEBUG] [flaskblog] [routes:22] - index without searching returned 5 posts
[2021-07-21 10:50:42,378] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:42] "GET / HTTP/1.1" 200 -
[2021-07-21 10:50:42,406] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:42] "GET /static/main.css HTTP/1.1" 200 -
[2021-07-21 10:50:42,424] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:42] "[36mGET /static/profile_pics/34041085aa362bc2.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:42,426] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:42] "[36mGET /static/profile_pics/d67173f5915b77d1.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:42,431] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:42] "[36mGET /static/profile_pics/cb1b6a9b6111cc13.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:42,434] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:42] "[36mGET /static/profile_pics/389ab98c100aa5ac.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:42,441] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:42] "[36mGET /static/profile_pics/default.jpg HTTP/1.1[0m" 304 -
[2021-07-21 10:50:42,450] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [21/Jul/2021 10:50:42] "[36mGET /static/profile_pics/b5ddf7ba89addeba.png HTTP/1.1[0m" 304 -
